AUID,Last,First,Ethnea,Genni,PubCountry
15295643_3,_Wu_,_Zhong_Qin_,CHINESE,M,China
3127498_1,_Wu_,_zhaoguang_,CHINESE,M,China
10046705_61,_Lu_,_Ji_Gen_,CHINESE,-,China
16129512_7,_Lu_,_Jing_,CHINESE,-,China
12946705_1,_Lu_,_Jie_,CHINESE,-,Germany
17727683_5,_Lu_,_Jianping_,CHINESE,-,China
17787058_2,_Lu_,_Jizhu_,CHINESE,-,China
18218184_3,_Lu_,_Jianmin_,CHINESE,-,USA
3337495_1,_Lee_,_Richard_,ENGLISH,M,USA
419293_1,_Lee_,_richard_,ENGLISH,M,USA
12396227_1,_Lee_,_Ruth_,ENGLISH,F,Ireland
18358559_3,_Lee_,_Roy_,ENGLISH,M,Canada
12148281_3,_Xu_,_Hong_,CHINESE,-,China
14565549_1,_Xu_,_Hui_,CHINESE,-,USA
16430253_3,_Xu_,_Hangxun_,CHINESE,-,China
18008306_3,_Xu_,_Hui_,CHINESE,-,USA
17680655_5,_Xu_,_Haowen_,CHINESE,M,USA
11599769_2,_Hu_,_Yue_Qing_,CHINESE,-,HongKong
12578604_1,_Hu_,_Yuan_Dong_,CHINESE,M,China
7524422_4,_Hu_,_Yi_Qun_,CHINESE,-,USA
11903977_3,_Hu_,_Yuxi_,CHINESE,M,Belgium
17887715_1,_Hu_,_Yuhua_,CHINESE,-,USA
19022312_4,_Hu_,_Yuhong_,CHINESE,-,China
15469942_1,_Hu_,_Yuanming_,CHINESE,M,USA
9192064_2,_Taylor_,_Andrew_,ENGLISH,M,Australia
14575198_1,_Taylor_,_Aliki_,ENGLISH,F,UK
11803527_1,_Taylor_,_alison_,ENGLISH,F,UK
1578198_2,_Taylor_,_alan_,ENGLISH,M,USA
18225974_8,_Taylor_,_Thomas_,ENGLISH,M,USA
9096851_1,_Taylor_,_alison_,ENGLISH,F,UK
17687599_2,_Lee_,_andrew_,ENGLISH,M,UK
16353444_2,_Lee_,_Andrew_,ENGLISH,M,USA
19499430_1,_Lee_,_Annisa_Lai_,CHINESE,F,HongKong
2546840_2,_Brown_,_Arthur_,ENGLISH,M,Australia
3311213_1,_Brown_,_Ann_,ENGLISH,F,USA
17442405_2,_Brown_,_Adrienne_,ENGLISH,F,USA
10451884_1,_Brown_,_alastair_,ENGLISH,M,UK
10390698_7,_Brown_,_audrey_,ENGLISH,F,USA
11895332_1,_Brown_,_Abigail_,ENGLISH,F,UK
6485099_4,_Brown_,_ann_,ENGLISH,F,Zimbabwe
19244618_3,_Brown_,_Alex_,ENGLISH,M,USA
2209726_1,_Brown_,_Cathy_,ENGLISH,F,USA
16918844_4,_Brown_,_Clive_,ENGLISH,M,USA
9502556_9,_Brown_,_Catherine_,ENGLISH,F,Ireland
10879904_5,_Brown_,_candace_,ENGLISH,F,USA
14557272_5,_Brown_,_Cindy_,ENGLISH,F,Canada
15177115_1,_Brown_,_Cheryl_,ENGLISH,F,Australia
11192896_5,_Brown_,_carl_,ENGLISH,M,USA
1990081_1,_Brown_,_carolyn_,ENGLISH,F,USA
9797534_1,_Brown_,_christopher_,ENGLISH,M,UK
6836696_1,_Smith_,_kenneth_,ENGLISH,M,USA
7237138_2,_Smith_,_karen_,ENGLISH,F,USA
1559172_4,_Smith_,_karen_,ENGLISH,F,USA
16506357_2,_Smith_,_Kathleen_,ENGLISH,F,USA
3446585_6,_Ito_,_masaaki_,JAPANESE,M,USA
10229107_7,_Ito_,_mamoru_,JAPANESE,M,Japan
11375300_4,_Ito_,_masafumi_,JAPANESE,M,Korea
12519910_4,_Ito_,_Masao_,JAPANESE,M,Japan
16145471_2,_Ito_,_Masaki_,JAPANESE,M,Japan
17008357_8,_Ito_,_Masayuki_,JAPANESE,M,Japan
19057084_4,_Ito_,_Michitoshi_,JAPANESE,-,Japan
3117106_1,_Ito_,_michio_,JAPANESE,M,Japan
3413775_5,_Ito_,_muneyuki_,JAPANESE,M,Japan
8838431_2,_Ito_,_masahiro_,JAPANESE,M,Japan
292388_2,_Peng_Lin_,_Hai_Peng_,CHINESE,M,Malaysia
11351266_2,_Lin_,_Hong_,CHINESE,-,USA
15776015_5,_Lin_,_Han_Tso_,CHINESE,-,Taiwan
11825395_7,_Lin_,_Hong_,CHINESE,-,China
16400024_4,_Lin_,_Hsiu_Kuan_,CHINESE,-,Taiwan
15120406_2,_Lin_,_Hung_Du_,CHINESE,-,Taiwan
17214397_2,_Lin_,_Hou_Chang_,CHINESE,-,Taiwan
8483216_3,_Lee_,_Benjamin_,ENGLISH,M,USA
1433552_1,_Lee_,_Benjamin_,ENGLISH,M,USA
14276326_1,_Lee_,_barry_,ENGLISH,M,Australia
15953563_5,_Lee_,_Byung_Eui_,KOREAN,-,Korea
7830236_2,_Lee_,_benson_,CHINESE,M,USA
11866544_1,_Wang_,_Gui_xue_,CHINESE,M,China
11953116_4,_Wang_,_Guozhi_,CHINESE,M,China
15825456_4,_Wang_,_Guanglin_,CHINESE,M,China
15123452_3,_Wang_,_Geoff_,ENGLISH,M,USA
17518441_2,_Wang_,_Guowei_,CHINESE,-,China
19196980_12,_Wang_,_Grace_,CHINESE,F,USA
19333565_4,_Wang_,_Guang_,CHINESE,-,China
10966003_2,_Smith_,_peter_,ENGLISH,M,USA
11021446_5,_Smith_,_peter_,ENGLISH,M,UK
17535026_6,_Smith_,_Phillip_,ENGLISH,M,USA
7657105_6,_Smith_,_paul_,ENGLISH,M,Germany
9310510_4,_Smith_,_peter_,ENGLISH,M,USA
16980130_4,_Wang_,_Mei_Mei_,CHINESE,F,China
14997679_1,_Wang_,_Meie_,CHINESE,-,China
14625691_6,_Wang_,_Ming_Hua_,CHINESE,-,China
16948921_1,_Wang_,_Ming_Qiao_,CHINESE,-,China
10898574_2,_Wang_,_Mu_,CHINESE,-,USA
17960039_2,_Wang_,_Mei_Ping_,CHINESE,F,China
17476383_1,_Wang_,_Miao_,CHINESE,-,USA
16800477_2,_Wang_,_Mingyong_,CHINESE,M,China
18323197_5,_Wang_,_Man_lian_,CHINESE,-,China
19308290_3,_Wang_,_Min_,CHINESE,-,USA
14637168_6,_Suzuki_,_Hiroaki_,JAPANESE,M,Japan
11102640_4,_Suzuki_,_Hitoshi_,JAPANESE,M,Japan
9353898_1,_Suzuki_,_Hideshi_,JAPANESE,M,Japan
11578213_2,_Suzuki_,_Hayato_,JAPANESE,M,Japan
12153031_9,_Suzuki_,_Hiroshi_,JAPANESE,M,Japan
12685595_7,_Suzuki_,_Hirobumi_,JAPANESE,M,Japan
18966344_2,_Suzuki_,_hitoshi_,JAPANESE,M,Japan
19029778_4,_Suzuki_,_Hiroyasu_,JAPANESE,M,Japan
10228858_3,_Watanabe_,_Takaoki_,JAPANESE,M,Japan
1989158_4,_Watanabe_,_takuji_,JAPANESE,M,Japan
6216233_1,_Watanabe_,_Toshihiko_,JAPANESE,M,Japan
9661634_1,_Watanabe_,_Tomoyuki_,JAPANESE,M,Japan
15545913_1,_Watanabe_,_Takuji_,JAPANESE,M,Japan
9730605_2,_Watanabe_,_takeshi_,JAPANESE,M,Japan
10190968_5,_Watanabe_,_toshihiro_,JAPANESE,M,Japan
16029004_5,_Watanabe_,_Tatsuo_,JAPANESE,M,Japan
3162997_3,_Miller_,_richard_,ENGLISH,M,USA
10560840_4,_Miller_,_Rhonda_,ENGLISH,F,USA
1898810_3,_Miller_,_richard_,ENGLISH,M,USA
19601389_1,_Miller_,_Ruth_,ENGLISH,F,USA
276264_2,_Miller_,_robert_,ENGLISH,M,USA
761733_2,_Miller_,_richard_,ENGLISH,M,USA
12124305_1,_Williams_,_Andrew_,ENGLISH,M,USA
13844885_1,_Williams_,_jeffrey_,ENGLISH,M,UK
11113299_2,_Williams_,_Jonathan_,ENGLISH,M,UK
12489491_2,_Williams_,_James_,ENGLISH,M,USA
18821034_3,_Williams_,_Mark_,ENGLISH,M,UK
1590614_1,_Williams_,_janet_,ENGLISH,F,USA
8807598_3,_Williams_,_james_,ENGLISH,M,Australia
14381563_3,_WILLIAMS_,_john_,ENGLISH,M,USA
18798572_3,_Williams_,_James_,ENGLISH,M,USA
7795946_1,_Williams_,_john_,ENGLISH,M,UK
8771573_4,_Williams_,_judy_,ENGLISH,F,USA
14570607_2,_Chen_,_Lin_,CHINESE,-,China
17343188_2,_Chen_,_Lie_Ping_,CHINESE,-,China
16254372_1,_Chen_,_Lei_,CHINESE,-,USA
14661475_1,_Chen_,_Lin_lin_,CHINESE,F,China
16266512_2,_Chen_,_Lei_qian_,CHINESE,-,China
17881011_2,_Chen_,_Liqi_,CHINESE,-,HongKong
11504338_1,_Chen_,_Liming_,CHINESE,-,USA
9477555_4,_Chen_,_lilin_,CHINESE,F,Taiwan
7580913_2,_Chen_,_lisha_,CHINESE,F,USA
11984754_1,_Chen_,_Lu_,CHINESE,-,USA
16236366_7,_Chen_,_Lipieng_,CHINESE,-,Korea
18182030_3,_Chen_,_Li_Teh_,CHINESE,-,Taiwan
18841832_2,_Chen_,_Lili_,CHINESE,F,USA
19162641_2,_Chen_,_Li_Chung_,CHINESE,-,Taiwan
11803267_3,_Hee_Kim_,_Dong_,CHINESE,-,Korea
1363964_3,_Kim_,_Dae_,KOREAN,-,Japan
15099645_1,_Kim_,_Do_Gyoon_,KOREAN,-,USA
11052743_1,_Kim_,_Deuk_Soo_,KOREAN,-,Korea
19322620_2,_Kim_,_Dong_,KOREAN,-,Korea
10869201_4,_Yang_,_Yong_Chun_,CHINESE,-,China
11018548_1,_Yan_Yang_,_Yi_Yan_,CHINESE,M,Singapore
8892752_2,_Yang_,_Yuan_Chieh_,CHINESE,M,Taiwan
11934301_3,_Yang_,_Yiqi_,CHINESE,-,USA
11723051_1,_Yang_,_Yang_,CHINESE,-,Canada
11347619_2,_Yang_,_Yaw_Wen_,CHINESE,-,Taiwan
12439941_4,_Yang_,_Yao_qin_,CHINESE,-,China
11996564_2,_Yang_,_Yiyun_,CHINESE,-,USA
17359644_1,_Yang_,_Yong_jun_,CHINESE,M,China
15919051_3,_Yang_,_Yan_,CHINESE,M,China
15362642_4,_Yang_,_Yuanyan_,CHINESE,-,China
16210386_3,_Hee_Yang_,_Yun_Hee_,CHINESE,F,Korea
16201477_1,_Yang_,_Yan_,CHINESE,M,China
18007565_3,_Yang_,_Ying_,CHINESE,-,USA
17937988_5,_Yang_,_Yue_,CHINESE,-,China
17054346_2,_Yang_,_Yu_,CHINESE,-,China
16105443_3,_Yang_,_Yu_Xin_,CHINESE,-,China
15631029_3,_Chien_Yang_,_Yu_,CHINESE,-,France
1638055_1,_Yang_,_yingying_,CHINESE,F,USA
4952509_3,_Smith_,_alayne_,ENGLISH,F,USA
8268485_5,_Smith_,_Alan_,ENGLISH,M,UK
3289358_1,_Smith_,_Alfred_,ENGLISH,M,USA
3077939_2,_Smith_,_austin_,ENGLISH,M,UK
11337190_2,_Smith_,_Anita_,ENGLISH,F,USA
3841006_1,_Smith_,_ann_,ENGLISH,F,USA
14563800_7,_Smith_,_Alan_,ENGLISH,M,USA
16508639_6,_Smith_,_Alison_,ENGLISH,F,Australia
15917873_1,_Smith_,_Ann_,ENGLISH,F,USA
17824453_1,_Smith_,_Anita_,ENGLISH,F,USA
4682304_1,_Smith_,_aynsley_,ENGLISH,F,USA
10158436_1,_Smith_,_alexander_,ENGLISH,M,UK
14733976_3,_Smith_,_Angela_,ENGLISH,F,USA
17171834_3,_Smith_,_Austin_,ENGLISH,M,UK
16267062_5,_Smith_,_Annette_,ENGLISH,F,USA
18644007_1,_Smith_,_amanda_,ENGLISH,F,Canada
7984089_1,_Smith_,_andrew_,ENGLISH,M,UK
11786501_2,_Smith_,_anthony_,ENGLISH,M,UK
12451559_2,_Smith_,_Andrew_,ENGLISH,M,Ireland
2119796_1,_Smith_,_angela_,ENGLISH,F,UK
2681333_1,_Smith_,_alexander_,ENGLISH,M,USA
8221297_2,_Li_,_Hsueh_Yu_,CHINESE,-,Taiwan
7523438_1,_Li_,_Hong_,CHINESE,-,USA
9386700_2,_Hua_Li_,_Hui_,CHINESE,-,USA
14579442_7,_Li_,_Hongyu_,CHINESE,F,UK
12903041_3,_Li_,_Hai_lin_,CHINESE,-,China
15312405_9,_Li_,_Hong_bing_,CHINESE,M,Finland
14505540_8,_Li_,_Hong_,CHINESE,-,China
15898388_4,_Guang_Li_,_Han_,CHINESE,-,China
17178630_5,_Li_,_Hongshan_,CHINESE,-,USA
16822505_1,_Li_,_Hong_,CHINESE,-,USA
15058203_3,_Li_,_Huicheng_,CHINESE,-,China
15524299_1,_Li_,_Huanyu_,CHINESE,-,China
16161438_4,_Li_,_He_Sheng_,CHINESE,M,China
8400448_5,_Li_,_hulin_,CHINESE,M,USA
11808781_4,_Hyun_Park_,_Jung_,KOREAN,-,Korea
11939075_4,_Uk_Park_,_Je_Uk_,KOREAN,M,Korea
11795489_3,_Chul_Park_,_Jun_Chul_,KOREAN,M,Korea
15304360_1,_Park_,_Jun_Young_,KOREAN,M,Korea
16731380_2,_Park_,_Joo_Yong_,KOREAN,-,Korea
9002995_1,_Park_,_june_,KOREAN,F,Korea
18999831_2,_Park_,_Jongchul_,KOREAN,M,Korea
18576694_3,_Sub_Park_,_Jin_,KOREAN,-,Japan
9450398_2,_Park_,_Jecheol_,KOREAN,-,Japan
17328754_8,_Woo_Park_,_Jung_Woo_,KOREAN,M,Korea
15071912_2,_Zhang_,_Liang_,CHINESE,-,China
16965681_2,_Zhang_,_Ling_,CHINESE,-,China
11912462_1,_Zhang_,_Liying_,CHINESE,-,China
16452788_1,_Zhang_,_Li_,CHINESE,-,USA
3490357_1,_Zhang_,_lingmei_,CHINESE,F,China
15159840_1,_Zhang_,_Ling_da_,CHINESE,-,China
18069658_1,_Zhang_,_Lan_,CHINESE,-,China
17694068_1,_Zhang_,_Limin_,CHINESE,-,USA
18524016_2,_Zhang_,_Lina_,CHINESE,F,China
9264306_1,_Zhang_,_lili_,CHINESE,F,Canada
18366965_2,_Zhang_,_Louann_,ENGLISH,F,USA
16489418_4,_Wang_,_Zhiping_,CHINESE,-,China
15645301_1,_Wang_,_Zhanli_,CHINESE,-,China
12561568_4,_Wang_,_Zijun_,CHINESE,-,USA
11671198_2,_Wang_,_Zhaoyu_,CHINESE,M,China
15767325_5,_Wang_,_Zhangming_,CHINESE,-,China
15896033_1,_Wang_,_Zhongni_,CHINESE,-,China
11515498_15,_Wang_,_Zhijie_,CHINESE,-,USA
11789232_3,_Wang_,_Zongwei_,CHINESE,-,China
1380865_1,_Wang_,_Zhe_Jin_,CHINESE,-,China
15714578_1,_Wang_,_Zhaoyan_,CHINESE,-,China
15017690_6,_Wang_,_Zhi_Bing_,CHINESE,M,China
19154776_6,_Wang_,_Zhaohe_,CHINESE,-,China
17064123_4,_Wang_,_Zirong_,CHINESE,-,China
18082991_3,_Wang_,_Zhengyou_,CHINESE,-,China
19340249_2,_Hua_Wang_,_Zi_Hua_,CHINESE,M,China
7823914_1,_Wang_,_zhijun_,CHINESE,M,Germany
12210033_5,_Ming_Wang_,_Shen_,CHINESE,-,China
11575805_1,_Wang_,_Shi_Li_,CHINESE,-,China
10682485_2,_Wang_,_Shxuan_,CHINESE,-,China
12659881_1,_Wang_,_Sui_,CHINESE,-,China
1330039_1,_Wang_,_samuel_sheng_hung_,CHINESE,M,USA
12600023_1,_Wang_,_Shixin_,CHINESE,-,China
11555660_4,_Wang_,_Shuqin_,CHINESE,-,USA
11250902_1,_Wang_,_Shanping_,CHINESE,-,USA
16288337_2,_Wang_,_Shuang_yi_,CHINESE,-,China
11032820_5,_Wang_,_shelley_,ENGLISH,F,USA
11736098_1,_Wang_,_shaojie_,CHINESE,M,China
11993126_3,_Wang_,_Shoukun_,CHINESE,-,China
12920836_2,_Wang_,_Shanmi_,CHINESE,-,China
12937917_1,_Wang_,_Shou_Ren_,CHINESE,M,Taiwan
17426001_2,_Wang_,_Shou_ping_,CHINESE,-,China
17743545_2,_Wang_,_shuguang_,CHINESE,M,USA
18280463_3,_Wang_,_Shirong_,CHINESE,-,USA
18325815_7,_Wang_,_Shixian_,CHINESE,-,China
18397466_3,_Wang_,_Shen_Lan_,CHINESE,-,Taiwan
19163256_2,_Wang_,_Shouyan_,CHINESE,-,UK
11782062_1,_Liu_,_Jen_Pei_,CHINESE,-,Taiwan
11935017_12,_Liu_,_Jing_,CHINESE,-,China
10834151_1,_Liu_,_Jia_Shing_,CHINESE,-,Taiwan
12889819_5,_Liu_,_Jixing_,CHINESE,M,China
15819073_3,_Liu_,_Jiez_,CHINESE,-,China
15228330_1,_Liu_,_Jian_,CHINESE,-,USA
17302963_1,_Liu_,_Jianping_,CHINESE,-,China
10338004_4,_Liu_,_johnson_,CHINESE,M,USA
14744394_1,_Liu_,_Jing_,CHINESE,-,China
18846327_4,_Liu_,_Jianguo_,CHINESE,M,China
18039576_6,_Liu_,_Jianfeng_,CHINESE,M,China
14764217_1,_Liu_,_Jing_Qu_,CHINESE,-,China
15043780_7,_Liu_,_Jian_,CHINESE,-,China
18226346_1,_Liu_,_Juan_,CHINESE,M,China
18688468_1,_Liu_,_Jianjing_,CHINESE,-,China
19149609_3,_Liu_,_Jinhua_,CHINESE,-,USA
9386857_4,_Liu_,_jennifer_,ENGLISH,F,USA
15338862_5,_Bo_Wang_,_Hai_Bo_,CHINESE,M,China
11672100_1,_Wang_,_Haishan_,CHINESE,M,Singapore
15147803_4,_Wang_,_Hai_Dong_,CHINESE,-,China
14628597_1,_Wang_,_Hao_Fei_,CHINESE,-,China
11740092_3,_Wang_,_Huiyan_,CHINESE,-,China
16299645_6,_Wang_,_Hui_,CHINESE,-,China
11921804_2,_Wang_,_Huanhua_,CHINESE,-,China
15295643_2,_Wang_,_Heng_An_,CHINESE,-,China
16201280_5,_Wang_,_Haiyong_,CHINESE,-,China
16060601_3,_Wang_,_Hsiao_Wan_,CHINESE,-,Taiwan
18062262_2,_Wang_,_Huan_Ran_,CHINESE,M,China
15905544_2,_Wang_,_Hui_,CHINESE,-,USA
18051535_1,_Wang_,_Hai_Guang_,CHINESE,-,China
18366673_5,_Wang_,_Huang_Huang_,CHINESE,-,China
19172580_4,_Wang_,_HaiRong_,CHINESE,-,China
10436105_3,_Liu_,_Yawu_,CHINESE,-,Finland
16025961_1,_Fang_Liu_,_Yun_,CHINESE,-,China
14705989_3,_Liu_,_Yi_,CHINESE,-,China
15949330_10,_Liu_,_Ying_,CHINESE,-,USA
11132242_5,_Liu_,_Yung_Chuan_,CHINESE,M,Taiwan
12567584_3,_Liu_,_Ying_jie_,CHINESE,-,China
12422873_4,_Ding_Liu_,_Yong_,CHINESE,-,China
8882069_3,_Liu_,_Yu_Chih_,CHINESE,-,Taiwan
15138135_1,_Liu_,_Yi_he_,CHINESE,-,China
16503611_4,_Liu_,_Yan_,CHINESE,M,UK
9223328_1,_Liu_,_Yujing_,CHINESE,-,USA
15160127_2,_Liu_,_yan_,CHINESE,M,China
15538048_3,_Liu_,_Yi_,CHINESE,-,China
17388381_4,_Liu_,_Yajun_,CHINESE,-,China
18091877_2,_Liu_,_Yu_,CHINESE,-,UK
12526577_1,_Liu_,_Yun_Ling_,CHINESE,-,HongKong
15922578_2,_Liu_,_Yi_Hsiu_,CHINESE,-,USA
9254598_2,_Liu_,_Yong_,CHINESE,-,USA
16723116_2,_Liu_,_Yuan_,CHINESE,M,China
15814234_4,_Liu_,_Yanjun_,CHINESE,-,China
15634391_7,_Liu_,_Yan_,CHINESE,M,China
12604494_2,_Liu_,_Yong_,CHINESE,-,USA
16408958_2,_Liu_,_Yuxin_,CHINESE,-,USA
17469829_4,_Liu_,_Yan_,CHINESE,M,USA
15110333_4,_Liu_,_Youchang_,CHINESE,M,Japan
11930636_3,_Liu_,_Yu_,CHINESE,-,China
16883823_1,_Liu_,_Yanbin_,CHINESE,-,China
17723600_5,_Liu_,_Yibing_,CHINESE,-,China
14703420_5,_Liu_,_Yi_shu_,CHINESE,-,China
18647529_3,_Liu_,_Yan_,CHINESE,M,China
19138554_2,_Liu_,_Yunfu_,CHINESE,-,China
12606541_2,_Liu_,_Yanyan_,CHINESE,-,Australia
14973618_1,_Liu_,_Yanyong_,CHINESE,-,Japan
15969064_2,_Liu_,_Yue_Ying_,CHINESE,F,China
16310253_3,_Liu_,_Yu_,CHINESE,-,India
16961291_1,_Liu_,_Yuling_,CHINESE,-,China
19164142_1,_Liu_,_Ying_,CHINESE,-,China
19490539_1,_Liu_,_Yuan_Xing_,CHINESE,M,China
19522382_2,_Liu_,_Yan_Ru_,CHINESE,M,China
19522396_3,_Liu_,_Yi_,CHINESE,-,China
19587533_1,_Liu_,_Yimo_,CHINESE,-,USA
8627154_3,_Chen_,_Jianzhu_,CHINESE,-,USA
3018002_1,_Chen_,_jan_kan_,CHINESE,M,USA
12532785_1,_Chen_,_Jie_Ping_,CHINESE,-,China
15768873_8,_Chen_,_Jing_,CHINESE,-,China
12194389_4,_Chen_,_Jui_Yuan_,CHINESE,M,Taiwan
8860146_1,_Chen_,_Jew_Wu_,CHINESE,-,Taiwan
7835747_1,_Chen_,_juan_,CHINESE,M,USA
11978193_3,_Chen_,_Ji_min_,CHINESE,-,China
15970357_2,_Chen_,_Jiandong_,CHINESE,M,China
15200622_3,_Chen_,_Jie_,CHINESE,-,USA
16995989_5,_Chen_,_Jing_,CHINESE,-,China
17580707_3,_Chen_,_Juan_,CHINESE,M,China
12857447_3,_Chen_,_Jiang_Lin_,CHINESE,-,China
17478947_1,_Lan_Chen_,_Jin_Lan_,CHINESE,F,China
19218344_1,_Chen_,_Jan_Hung_,CHINESE,M,Canada
14993095_6,_Fan_Chen_,_Jian_,CHINESE,-,USA
10450955_5,_Chen_,_junpeng_,CHINESE,M,China
12033532_1,_Chen_,_Jianguo_,CHINESE,M,Japan
15549155_4,_Chen_,_Jui_Hsia_,CHINESE,-,Taiwan
15696919_4,_Chen_,_Jiang_rui_,CHINESE,-,China
17054330_2,_Chen_,_Jem_Min_,CHINESE,-,Taiwan
17488839_6,_Chen_,_Jinqiao_,CHINESE,-,USA
15243804_5,_Zhang_,_Yu_,CHINESE,-,China
12208606_4,_Zhang_,_Yongjie_,CHINESE,M,China
12569026_3,_Zhang_,_Ying_,CHINESE,-,China
12060526_3,_Zhang_,_Yan_Feng_,CHINESE,M,China
15134807_2,_Zhang_,_Yanjun_,CHINESE,-,UK
19516494_1,_Zhang_,_Yang_,CHINESE,-,China
4095549_1,_Zhang_,_Ying_Cai_,CHINESE,M,China
12688241_1,_Zhang_,_Yuan_,CHINESE,M,China
16915822_3,_Zhang_,_Yapeng_,CHINESE,-,China
16119271_2,_Zhang_,_Yan_,CHINESE,M,China
13129727_3,_Zhang_,_Yu_Liang_,CHINESE,-,China
17490811_1,_Zhang_,_Yili_,CHINESE,-,USA
18760782_6,_Zhang_,_Yuanlong_,CHINESE,M,China
18083797_3,_Jiao_Zhang_,_Yue_,CHINESE,-,China
10007303_2,_Zhang_,_YingXia_,CHINESE,-,China
17168311_3,_Zhang_,_Yan_Ding_,CHINESE,M,China
16390157_4,_Zhang_,_Yue_,CHINESE,-,Japan
18724669_5,_Zhang_,_Yi_,CHINESE,-,China
16481284_2,_Zhang_,_Yi_,CHINESE,-,China
19086643_2,_Zhang_,_Yu_,CHINESE,-,China
16626546_1,_Zhang_,_Yu_,CHINESE,-,China
11826645_6,_Zhang_,_Yang_,CHINESE,-,China
9387313_3,_Zhang_,_Ying_,CHINESE,-,China
12215764_4,_Zhang_,_Yi_,CHINESE,-,China
16111851_8,_Zhang_,_Yingdi_,CHINESE,-,China
16502514_1,_Zhang_,_Ye_jing_,CHINESE,-,China
17036982_2,_Zhang_,_Yuming_,CHINESE,M,China
17546397_1,_Zhang_,_Yu_sen_,CHINESE,M,China
18563560_5,_Zhang_,_Yajie_,CHINESE,-,China
18717915_1,_Zhang_,_Ya_tong_,CHINESE,-,China
19093884_6,_Zhang_,_Yunzhe_,CHINESE,-,USA
19107390_1,_Zhang_,_Yujie_,CHINESE,-,China
19563189_2,_Zhang_,_Yu_,CHINESE,-,China
10966538_5,_Wang_,_Yongfei_,CHINESE,-,USA
10976319_3,_Ping_Wang_,_Ya_,CHINESE,-,China
7535007_1,_Gao_Wang_,_Yong_,CHINESE,-,USA
8056534_1,_Wang_,_Yafei_,CHINESE,-,USA
14769478_3,_Wang_,_Yea_Hwey_,CHINESE,-,Taiwan
15487642_3,_Wang_,_Yi_Zhen_,CHINESE,-,China
17037052_3,_Wang_,_Yong_,CHINESE,-,China
17094009_5,_Wang_,_Yechun_,CHINESE,-,China
11962629_1,_Wang_,_Ying_,CHINESE,-,USA
10745250_5,_Wang_,_Yan_Jun_,CHINESE,M,China
15296407_2,_Wang_,_Yun_,CHINESE,-,China
1618918_1,_Wang_,_yufen_,CHINESE,F,USA
11530780_3,_Wang_,_Yiqun_,CHINESE,-,USA
15707325_2,_Wang_,_Yan_,CHINESE,M,China
12435391_13,_Wang_,_Yi_Liang_,CHINESE,M,China
16038452_3,_Wang_,_Yan_,CHINESE,M,China
18339528_1,_Wang_,_Yaoli_,CHINESE,-,China
9388967_5,_Wang_,_Yiqiu_,CHINESE,-,China
9794228_5,_jie_Wang_,_You_,CHINESE,-,Japan
14511723_2,_Wang_,_Ying_,CHINESE,-,Switzerland
15111128_4,_Wang_,_Yuping_,CHINESE,-,Germany
16770393_1,_Wang_,_Yuyan_,CHINESE,F,USA
18351648_9,_Wang_,_Yan_,CHINESE,M,China
17154570_1,_Wang_,_Ying_,CHINESE,-,China
19285094_8,_Wang_,_Ying_,CHINESE,-,China
12168047_3,_Wang_,_You_Ai_,CHINESE,-,China
12861611_1,_Wang_,_Yun_,CHINESE,-,China
16258233_4,_Wang_,_Yue_,CHINESE,-,Japan
16305215_1,_Wang_,_Ying_,CHINESE,-,USA
16385035_4,_Wang_,_Yu_Chen_,CHINESE,-,Taiwan
16764278_1,_Wang_,_Yulin_,CHINESE,-,China
17611300_1,_Wang_,_Yan_,CHINESE,M,China
18037430_2,_Wang_,_Yanjuan_,CHINESE,-,China
18442051_4,_Wang_,_Yi_,CHINESE,-,HongKong
18471417_2,_Wang_,_Yun_Man_,CHINESE,-,China
18590186_2,_Wang_,_Ying_,CHINESE,-,China
18753129_8,_Xiong_Wang_,_Yong_,CHINESE,-,USA
18969358_1,_Wang_,_Yourong_,CHINESE,-,China
19039526_2,_Wang_,_Yinjiao_,CHINESE,-,China
19053599_4,_Wang_,_Yangguang_,CHINESE,M,China
19296569_3,_Wang_,_yiyong_,CHINESE,M,Australia
19327371_1,_Wang_,_Yan_,CHINESE,M,China
19407975_3,_Wang_,_Yao_Xia_,CHINESE,F,China
19539705_1,_Wang_,_Yuhong_,CHINESE,-,China
18721685_2,_Zareifard_,_Mohammad_,ARAB,M,Canada
15811331_2,_Yoshiara_,_Taeko_,JAPANESE,F,Japan
19157867_1,_Yalcuk_,_Arda_,TURKISH,F,Turkey
1530968_4,_Wooter_,_wesley_,ENGLISH,M,USA
18490552_3,_Weldner_,_Denise_,GERMAN,F,USA
19109393_5,_Watmough_,_Kelly_,ENGLISH,F,Canada
10615596_1,_Ver_Vers_,_leonard_,ENGLISH,M,USA
14619093_4,_Vasas_,_Norbert_,HUNGARIAN,M,Hungary
3373185_2,_van_Vliet_Visser_,_sita_,DUTCH,F,Netherlands
10075133_2,_van_Herk_,_bart_,DUTCH,M,Netherlands
12074189_1,_Van_den_Wijngaart_,_Annoek_,DUTCH,F,Thailand
15004220_8,_van_Aart_,_Joris_,DUTCH,M,Netherlands
17661341_2,_Vallortigara_,_Francesca_,ITALIAN,F,Italy
14982322_4,_Turatti_,_Jane_,HISPANIC,F,Brazil
18807148_2,_Travlos_,_Estratios_,GREEK,-,Italy
12376635_4,_Torvik_,_Carl_,NORDIC,M,USA
